enterprise_id,enterprise_name,normalized_name,industry_code,industry_label,matched_keyword,mapping_status,confidence,mapping_source,notes
E143,***电子科技有限公司,***电子科技有限公司,unknown,未知行业,"unknown:科技,电子科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E144,***劳务有限公司,***劳务有限公司,unknown,未知行业,"unknown:劳务,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E145,***工贸有限公司,***工贸有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E146,***基础建设工程有限公司,***基础建设工程有限公司,construction,建筑业,建设工程;基础建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E147,***装饰工程有限责任公司,***装饰工程有限责任公司,construction,建筑业,装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E148,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E149,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E150,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E151,***路桥工程有限公司,***路桥工程有限公司,construction,建筑业,路桥工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E152,***运贸有限责任公司,***运贸有限责任公司,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E153,个体经营E153,个体经营E153,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E154,***汽车销售服务有限公司,***汽车销售服务有限公司,wholesale_retail,批发和零售业,汽车销售,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E155,个体经营E155,个体经营E155,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E156,个体经营E156,个体经营E156,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E157,***环境设备工程有限公司,***环境设备工程有限公司,construction,建筑业,环境设备工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E158,***装饰工程有限公司,***装饰工程有限公司,construction,建筑业,装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E159,个体经营E159,个体经营E159,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E160,***钢结构工程有限公司,***钢结构工程有限公司,construction,建筑业,钢结构工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E161,***建筑劳务有限责任公司,***建筑劳务有限责任公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E162,***网络信息安全有限公司,***网络信息安全有限公司,information_software_it,信息传输、软件和信息技术服务业,网络信息安全,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E163,***物流有限公司,***物流有限公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E164,个体经营E164,个体经营E164,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E165,***文化传媒股份有限公司,***文化传媒股份有限公司,other_services,其他服务业,文化传媒,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E166,***建筑工程有限公司,***建筑工程有限公司,construction,建筑业,建筑工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E167,***体育文化股份有限公司,***体育文化股份有限公司,unknown,未知行业,"unknown:文化,体育文化,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E168,***建材有限公司,***建材有限公司,unknown,未知行业,"unknown:建材,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E169,***建筑设计有限公司,***建筑设计有限公司,unknown,未知行业,"unknown:设计,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E170,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E171,***质量检验测试站,***质量检验测试站,other_services,其他服务业,质量检验测试;检验,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E172,***物流有限公司,***物流有限公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E173,***贸易有限责任公司,***贸易有限责任公司,wholesale_retail,批发和零售业,贸易,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E174,***工程技术有限公司,***工程技术有限公司,other_services,其他服务业,工程技术,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E175,***食品集团有限公司,***食品集团有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E176,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E177,***电力工程有限公司,***电力工程有限公司,construction,建筑业,电力工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E178,***贸易有限公司,***贸易有限公司,wholesale_retail,批发和零售业,贸易,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E179,***园林有限公司,***园林有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E180,***电气有限公司,***电气有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E181,***食品有限公司,***食品有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E182,***新材料科技有限公司,***新材料科技有限公司,unknown,未知行业,"unknown:科技,材料,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E183,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E184,***建筑装饰工程有限公司,***建筑装饰工程有限公司,construction,建筑业,建筑装饰;装饰工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E185,***生态魔芋有限公司,***生态魔芋有限公司,unknown,未知行业,"unknown:生态魔芋,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E186,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E187,个体经营E187,个体经营E187,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E188,***硬质合金有限公司,***硬质合金有限公司,unknown,未知行业,"unknown:硬质合金,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E189,***石油工程技术服务有限公司,***石油工程技术服务有限公司,other_services,其他服务业,工程技术,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E190,***劳务有限公司,***劳务有限公司,unknown,未知行业,"unknown:劳务,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E191,***商贸有限责任公司,***商贸有限责任公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E192,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E193,个体经营E193,个体经营E193,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E194,***文化传播有限公司,***文化传播有限公司,other_services,其他服务业,文化传播,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E195,***医药有限公司,***医药有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E196,***地质制图印刷厂,***地质制图印刷厂,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E197,***医疗设备有限公司,***医疗设备有限公司,unknown,未知行业,"unknown:设备,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E198,***商贸有限公司,***商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E199,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E200,个体经营E200,个体经营E200,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E201,***物流有限责任公司,***物流有限责任公司,transport_storage_post,交通运输、仓储和邮政业,物流,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E202,个体经营E202,个体经营E202,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E203,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E204,***科技发展有限公司,***科技发展有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E205,个体经营E205,个体经营E205,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E206,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E207,个体经营E207,个体经营E207,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E208,个体经营E208,个体经营E208,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E209,***工程检测有限公司,***工程检测有限公司,other_services,其他服务业,检测,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E210,***建筑工程有限公司,***建筑工程有限公司,construction,建筑业,建筑工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E211,个体经营E211,个体经营E211,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E212,***建电管理咨询有限公司,***建电管理咨询有限公司,leasing_business_services,租赁和商务服务业,管理咨询,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E213,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E214,***建筑工程有限公司,***建筑工程有限公司,construction,建筑业,建筑工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E215,***建筑工程有限公司,***建筑工程有限公司,construction,建筑业,建筑工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E216,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E217,个体经营E217,个体经营E217,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E218,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E219,***品牌营销策划有限公司,***品牌营销策划有限公司,leasing_business_services,租赁和商务服务业,营销策划,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E220,***文化传播有限公司,***文化传播有限公司,other_services,其他服务业,文化传播,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E221,***测绘服务有限公司,***测绘服务有限公司,other_services,其他服务业,测绘服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E222,***数码科技有限公司,***数码科技有限公司,unknown,未知行业,"unknown:科技,数码科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E223,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E224,***纸业有限公司,***纸业有限公司,unknown,未知行业,"unknown:纸业,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E225,***物业服务有限责任公司***分公司,***物业服务有限责任公司***分公司,real_estate,房地产业,物业服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E226,***建设工程有限公司,***建设工程有限公司,construction,建筑业,建设工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E227,***安全技术有限公司,***安全技术有限公司,unknown,未知行业,"unknown:技术,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E228,***文化发展有限公司,***文化发展有限公司,unknown,未知行业,"unknown:文化,文化发展,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E229,***家贸易有限公司,***家贸易有限公司,wholesale_retail,批发和零售业,贸易,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E230,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E231,***建筑科技有限公司,***建筑科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E232,***投资发展有限责任公司,***投资发展有限责任公司,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E233,***劳务有限公司,***劳务有限公司,unknown,未知行业,"unknown:劳务,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E234,***机电设备商贸有限公司,***机电设备商贸有限公司,wholesale_retail,批发和零售业,商贸,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E235,个体经营E235,个体经营E235,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E236,个体经营E236,个体经营E236,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E237,个体经营E237,个体经营E237,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E238,个体经营E238,个体经营E238,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E239,个体经营E239,个体经营E239,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E240,个体经营E240,个体经营E240,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E241,个体经营E241,个体经营E241,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E242,个体经营E242,个体经营E242,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E243,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E244,个体经营E244,个体经营E244,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E245,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E246,***物业服务有限公司,***物业服务有限公司,real_estate,房地产业,物业服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E247,***石化有限公司,***石化有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E248,***智能科技有限公司,***智能科技有限公司,unknown,未知行业,"unknown:科技,智能科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E249,***建筑工程有限公司,***建筑工程有限公司,construction,建筑业,建筑工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E250,***塑料厂,***塑料厂,manufacturing_industry,制造业,塑料厂,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E251,***医疗器械有限责任公司,***医疗器械有限责任公司,unknown,未知行业,,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,未命中高特异关键词，保留unknown
E252,***印务有限公司,***印务有限公司,manufacturing_industry,制造业,印务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E253,***钢结构工程有限公司,***钢结构工程有限公司,construction,建筑业,钢结构工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E254,***设备安装工程有限公司,***设备安装工程有限公司,construction,建筑业,设备安装工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E255,个体经营E255,个体经营E255,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E256,***物资有限公司,***物资有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E257,***门窗安装有限公司,***门窗安装有限公司,construction,建筑业,门窗安装,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E258,***国际货运有限公司,***国际货运有限公司,transport_storage_post,交通运输、仓储和邮政业,国际货运;货运,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E259,***文化传媒有限公司,***文化传媒有限公司,other_services,其他服务业,文化传媒,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E260,***广告有限公司,***广告有限公司,leasing_business_services,租赁和商务服务业,广告,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E261,***医疗器械有限公司,***医疗器械有限公司,unknown,未知行业,unknown:有限公司,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E262,个体经营E262,个体经营E262,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E263,***通信工程有限公司,***通信工程有限公司,unknown,未知行业,"unknown:工程,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E264,个体经营E264,个体经营E264,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E265,***净化工程有限公司,***净化工程有限公司,construction,建筑业,净化工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E266,***煤矿机械有限公司,***煤矿机械有限公司,unknown,未知行业,"unknown:机械,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E267,***林园艺场,***林园艺场,agriculture,农业,园艺场,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E268,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E269,***节能服务有限公司,***节能服务有限公司,other_services,其他服务业,节能服务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E270,个体经营E270,个体经营E270,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E271,***科技有限公司,***科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E272,个体经营E272,个体经营E272,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E273,个体经营E273,个体经营E273,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E274,***建筑劳务有限公司,***建筑劳务有限公司,construction,建筑业,建筑劳务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E275,***网络工程有限公司,***网络工程有限公司,information_software_it,信息传输、软件和信息技术服务业,网络工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E276,***体育设施工程有限公司,***体育设施工程有限公司,construction,建筑业,体育设施工程,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E277,***消防设备制造有限公司,***消防设备制造有限公司,manufacturing_industry,制造业,设备制造;消防设备制造;制造,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E278,***贸易有限公司,***贸易有限公司,wholesale_retail,批发和零售业,贸易,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E279,***环保包装有限公司,***环保包装有限公司,unknown,未知行业,"unknown:环保包装,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E280,个体经营E280,个体经营E280,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E281,***商业管理有限责任公司,***商业管理有限责任公司,unknown,未知行业,unknown:管理,low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E282,***影城有限公司***分公司,***影城有限公司***分公司,other_services,其他服务业,影城,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E283,***机械铸造有限责任公司,***机械铸造有限责任公司,manufacturing_industry,制造业,机械铸造,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E284,***成焊科技有限公司,***成焊科技有限公司,unknown,未知行业,"unknown:科技,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
E285,个体经营E285,个体经营E285,unknown,未知行业,,generic_unknown,0.0,q3_name_keyword_rules_v1,个体经营E编号不含行业证据，按阶段合同强制unknown
E286,***印务有限公司,***印务有限公司,manufacturing_industry,制造业,印务,high_specific_rule,1.0,q3_name_keyword_rules_v1,单一行业命中高特异关键词
E287,***鞋材有限公司,***鞋材有限公司,unknown,未知行业,"unknown:鞋材,有限公司",low_specific_or_unmatched_unknown,0.0,q3_name_keyword_rules_v1,仅命中低特异关键词，未直接分类
