split_id,repeat_id,fold_id,firm,y_true,rating,p_a,p_b
7,2,2,E78,0,C,0.28309036997372555,0.01774248540419847
7,2,2,E83,0,B,0.4606005031186226,1e-06
7,2,2,E85,0,B,0.4505677296548255,0.018693710143943526
7,2,2,E98,0,B,0.3571550947742972,0.010913990658878997
8,2,3,E10,0,B,0.10861235702166193,0.009043802993454487
8,2,3,E102,1,D,0.6491830249145378,0.798976427281925
8,2,3,E110,0,C,0.5698073480608606,0.018538519272011323
8,2,3,E116,1,D,0.43771147741702393,0.5620773401076402
8,2,3,E118,1,D,0.39329224429519194,0.031006566493280274
8,2,3,E12,0,B,0.17555733688601757,2.827907079754159e-05
8,2,3,E120,1,D,0.9968434359227023,0.5737132950717744
8,2,3,E122,1,D,0.5641081200742655,0.02095658490697217
8,2,3,E17,0,A,0.09512239797855943,1.9290786889558967e-06
8,2,3,E21,0,B,0.060054948666614046,2.7947244331460566e-06
8,2,3,E22,0,A,0.07927055016722728,0.00829854769943551
8,2,3,E23,0,B,0.07115348486655984,0.043787171357269006
8,2,3,E3,0,C,0.035737300257223874,0.016419105672629764
8,2,3,E37,0,B,0.09701047498855957,0.000917583917702187
8,2,3,E38,0,B,0.16476533300219784,0.0007638462282836518
8,2,3,E41,0,C,0.11541669286915206,2.5463872057038845e-05
8,2,3,E44,0,C,0.11763602035345515,0.046866150086470416
8,2,3,E45,1,B,0.1370345461109963,0.000357909915254093
8,2,3,E48,0,A,0.0919847091981472,0.0007136911627617904
8,2,3,E53,0,C,0.1885761774757761,0.0016902990883186965
8,2,3,E58,0,B,0.210581581070336,0.028028150201475435
8,2,3,E67,0,B,0.20597743168674587,0.010718679317010302
8,2,3,E72,0,C,0.644802833503152,0.1346063888510975
8,2,3,E75,0,C,0.10074862625467954,0.054043902431358135
8,2,3,E91,0,A,0.25186481927278553,0.009882367842873723
9,2,4,E108,1,D,0.7999347923575798,0.8352571207025623
9,2,4,E115,1,D,0.7740150499052237,0.6583560205025006
9,2,4,E119,1,D,0.810776909763589,0.777748071190849
9,2,4,E123,1,D,0.7944653866860919,0.197345166611157
9,2,4,E14,0,C,0.15374870837619706,0.0009045085307518182
9,2,4,E16,0,A,0.16610645294770443,0.0014063188963238957
9,2,4,E2,0,A,0.057471928666245654,0.007708914988901567
9,2,4,E24,0,A,0.17712296545278902,0.005525260276036827
9,2,4,E33,0,B,0.19221686517146977,0.012655100801937118
9,2,4,E42,0,A,0.21505537502867986,0.3445390370713418
9,2,4,E43,0,B,0.28670095222580577,0.1436250824778007
9,2,4,E46,0,C,0.22882705057749478,0.0010915855685958266
9,2,4,E5,0,B,0.14541519412127124,5.10622884960497e-06
9,2,4,E54,0,A,0.2214224851997204,0.02860216375522145
9,2,4,E55,0,C,0.27955155611248084,0.5604658024737178
9,2,4,E62,0,B,0.3086338851946812,0.005843400371617408
9,2,4,E69,0,C,0.03073307648807452,0.039401597288991515
9,2,4,E73,0,C,0.433728789381414,0.6002350850665746
9,2,4,E79,0,B,0.4700758778890335,0.1697473208071123
9,2,4,E8,0,A,0.08031335821480634,0.10724213026643763
9,2,4,E80,0,C,0.5571266186710906,0.24707458936055404
9,2,4,E92,0,C,0.5381542848196967,0.9067215648425424
9,2,4,E96,0,C,0.4374720702845765,0.45732899130005594
9,2,4,E99,1,D,0.7187007747879945,0.903445349435691
10,2,5,E1,0,A,0.026309590843879627,1e-06
10,2,5,E103,1,D,0.38305841737138674,0.02252349190236957
10,2,5,E104,0,C,0.31610774124857133,0.35216042212682724
10,2,5,E105,0,C,0.3799728907036377,0.08372075563335644
10,2,5,E109,1,D,0.28754490528428667,0.7427947964838179
10,2,5,E111,1,D,0.453029998203794,0.39879623146089294
10,2,5,E117,1,D,0.6811201779037152,0.6824251050479447
10,2,5,E28,0,B,0.07534266577533999,0.016095752455760236
10,2,5,E29,1,C,0.10891796186230197,0.05233156337744103
10,2,5,E30,0,B,0.11503596501967385,9.449322970501124e-05
10,2,5,E40,0,C,0.10194989951888983,0.0009426381048892761
10,2,5,E47,0,C,0.10710797296675324,0.4745702515882672
10,2,5,E49,0,C,0.16396985000967265,0.0005756402092299119
10,2,5,E50,0,C,0.2122349228085267,0.3824212421498283
10,2,5,E59,0,A,0.12592794093142895,0.008453512645727902
10,2,5,E61,0,B,0.11367961952892183,0.005681862142421605
10,2,5,E65,0,B,0.21623601797441228,0.01052997413923367
10,2,5,E7,0,A,0.03488191091168935,0.002387365109805864
10,2,5,E86,0,C,0.3419330864339184,0.350628227281274
10,2,5,E9,0,A,0.039604474472812,0.0169232595168845
10,2,5,E93,0,B,0.35237149888939073,0.0338097815078911
10,2,5,E94,0,C,0.20203583297791178,0.37100253646071246
10,2,5,E95,0,B,0.11109992956301502,0.030830806357144722
10,2,5,E97,0,B,0.27878094276141596,0.1917778529791058
11,3,1,E1,0,A,0.2283289370602756,1e-06
11,3,1,E10,0,B,0.35238792332753965,3.91818484805992e-05
11,3,1,E105,0,C,0.5036798179010675,0.10217685827645794
11,3,1,E107,1,D,0.5730764000580831,0.9218167833143223
11,3,1,E11,0,C,0.2075432776248723,5.2767344173288764e-05
11,3,1,E113,1,D,0.8449103387712781,0.9087029819205443
11,3,1,E122,1,D,0.6100005525891083,0.45748604309543767
11,3,1,E123,1,D,0.8175746860920908,0.09416910652457053
11,3,1,E16,0,A,0.33927650754169114,0.0013363759699775812
11,3,1,E19,0,A,0.31104073172074204,2.7841234646518864e-06
11,3,1,E21,0,B,0.2394449171537718,2.098326793619043e-06
11,3,1,E34,0,B,0.24863482051979097,0.48596545432523464
11,3,1,E35,0,B,0.2472052752490617,7.303338721141844e-05
11,3,1,E36,1,D,0.26240225663051514,2.3481887323572328e-06
11,3,1,E37,0,B,0.31716431848327437,3.146461137296628e-05
11,3,1,E62,0,B,0.3566090537398345,0.0041108268362659295
11,3,1,E66,0,B,0.38810603047070014,0.0032627712289639843
11,3,1,E69,0,C,0.09168900110730094,0.10114085625525202
11,3,1,E75,0,C,0.20880513556985095,0.0004488952737102758
11,3,1,E83,0,B,0.4940671432426599,4.222169400884221e-06
11,3,1,E9,0,A,0.2655929770654468,1e-06
11,3,1,E90,0,C,0.4621429094804662,0.5244272713270608
11,3,1,E94,0,C,0.41306603010357495,0.29550537364546425
11,3,1,E95,0,B,0.4073525241641022,0.0327284309900609
11,3,1,E98,0,B,0.4634068716318,0.007948643244779669
12,3,2,E101,1,D,0.8920543640891923,0.955534036579643
12,3,2,E102,1,D,0.6975617809618779,0.7906270069083218
12,3,2,E109,1,D,0.34391475726547277,0.8749273313909868
12,3,2,E118,1,D,0.5202858251528941,0.01593863312338155
12,3,2,E120,1,D,0.990809831907903,0.5238539892259254
12,3,2,E17,0,A,0.065528685602539,2.1526239398022923e-06
12,3,2,E20,0,B,0.0978136769870422,0.004029052155252552
12,3,2,E22,0,A,0.05763151443351213,0.005735455336048418
12,3,2,E23,0,B,0.058888628342544096,0.04026581802853507
12,3,2,E3,0,C,0.037605129208089894,0.016331608544117988
12,3,2,E45,1,B,0.11666025904823484,0.00025846615606617214
12,3,2,E46,0,C,0.10139683666480331,0.0006712712270127377
12,3,2,E55,0,C,0.39798233515052456,0.5548556455924477
12,3,2,E58,0,B,0.11681104995941737,0.01555765728844485
12,3,2,E63,0,B,0.21524585844794006,0.012966264937995246
12,3,2,E64,0,A,0.12499623518304648,0.08959973772690391
12,3,2,E67,0,B,0.17606121105647837,0.009057687598391003
12,3,2,E68,0,C,0.5468799043365365,0.4041311033755131
12,3,2,E71,0,B,0.24641131047049972,0.016670219694276123
12,3,2,E76,0,B,0.22638482276521382,0.019266187051203882
12,3,2,E80,0,C,0.48038148462786967,0.33841169417936934
12,3,2,E89,0,A,0.39039124262950353,0.539684990817562
12,3,2,E92,0,C,0.4336906660053981,0.9237550345175282
12,3,2,E93,0,B,0.28981194668016325,0.05260017990021837
12,3,2,E97,0,B,0.2590309854095613,0.3065324692057658
13,3,3,E103,1,D,0.41154000658192375,0.03037808928113329
13,3,3,E110,0,C,0.5896949336005147,0.019130770697731808
13,3,3,E114,1,D,0.5438142073308502,1e-06
13,3,3,E115,1,D,0.8163742514310215,0.7770354845197436
13,3,3,E12,0,B,0.14830170974392573,6.684485106163712e-05
13,3,3,E121,1,D,0.5561762650469319,0.6981426239510501
13,3,3,E2,0,A,0.03033978705992116,0.005430881574520505
13,3,3,E24,0,A,0.06491210367269656,0.00044152576564407864
13,3,3,E26,0,A,0.13641930187602674,1e-06
13,3,3,E29,1,C,0.12801318701382028,0.041497682962773605
13,3,3,E30,0,B,0.10776692330383551,9.357141914865623e-05
13,3,3,E32,0,B,0.17799564239502716,0.4454499952701854
13,3,3,E4,0,C,0.051357873972958226,0.00020611989934194938
13,3,3,E42,0,A,0.1258070496045844,0.342159559101579
13,3,3,E5,0,B,0.06308436994424955,2.979469394141809e-05
13,3,3,E51,0,B,0.09525581117945776,0.0006488025370236163
13,3,3,E60,0,B,0.23592156694867686,0.30871647762454363
13,3,3,E70,0,B,0.22355529690244563,0.00107687042081365
13,3,3,E74,0,B,0.1633796231270538,0.0747350776264957
13,3,3,E79,0,B,0.3326033012157835,0.20517955443200628
13,3,3,E8,0,A,0.043508784589894885,0.08248056055221538
13,3,3,E84,0,A,0.18976427464788181,0.02985067585597525
13,3,3,E86,0,C,0.3294062925002456,0.26548348839444197
13,3,3,E88,0,A,0.20866857307587652,0.0028886112883883706
13,3,3,E99,1,D,0.7182787666704926,0.9364606587085602
14,3,4,E112,1,D,0.5701403375195031,0.20003723193434106
14,3,4,E116,1,D,0.5505657814697932,0.5902897759928343
14,3,4,E117,1,D,0.6770401118907678,0.7042300814905007
14,3,4,E13,0,A,0.13700035806755717,0.07430029719451585
14,3,4,E14,0,C,0.1590340860221109,0.000987482447097967
14,3,4,E25,0,C,0.24098866741046956,0.022140150979955434
14,3,4,E33,0,B,0.15182738290632636,1.546965531714309e-05
14,3,4,E38,0,B,0.27659634900739816,0.0007436298338177814
14,3,4,E39,0,C,0.32946008041406527,0.32798566762745257
14,3,4,E40,0,C,0.17025252810345523,0.011785226480424477
14,3,4,E43,0,B,0.26310279526776525,0.17005620671475866
14,3,4,E44,0,C,0.14952947768143476,0.16914886783747216
14,3,4,E47,0,C,0.21124741308804038,0.468637039741671
14,3,4,E50,0,C,0.3046425517081038,0.8338142777372842
14,3,4,E52,1,D,0.2146522327950926,0.543864591228774
14,3,4,E53,0,C,0.14156298659553862,0.010002093221203092
14,3,4,E56,0,C,0.2467542229764265,0.0011168016466035244
14,3,4,E6,0,A,0.1256069476479328,7.748039049233446e-06
14,3,4,E65,0,B,0.4123743295095402,0.010723286118870254
14,3,4,E7,0,A,0.08166783853800655,0.014072169917054914
14,3,4,E78,0,C,0.26054839406107067,0.019051460390349093
14,3,4,E81,0,A,0.3466546212100533,0.0005815909588992557
14,3,4,E82,1,D,0.46675364509738426,0.2840411919703211
14,3,4,E85,0,B,0.4699973289982662,0.014156056566243674
15,3,5,E100,1,D,0.17289540525962718,0.36555742341816083
15,3,5,E104,0,C,0.5158376102769026,0.34027318143878443
15,3,5,E106,0,B,0.2789572220319316,0.3844980754667642
15,3,5,E108,1,D,0.701772694676432,0.8211355535579955
15,3,5,E111,1,D,0.29099952147311264,0.4776420084362262
15,3,5,E119,1,D,0.872029240783805,0.7377868799627906
15,3,5,E15,0,A,0.06444429601452703,0.0002625251864320741
15,3,5,E18,0,A,0.09149434832019508,1.4001407176775304e-06
15,3,5,E27,0,A,0.13003328367680084,1.5124568201502876e-06
15,3,5,E28,0,B,0.11468185609582755,0.0024056299606449176
15,3,5,E31,0,A,0.07487061777884042,0.012488176866205838
15,3,5,E41,0,C,0.0907609337647861,0.0006511630760697884
15,3,5,E48,0,A,0.08907965333128888,0.0009832749510272467
15,3,5,E49,0,C,0.12733979278270835,0.0005585016401515215
15,3,5,E54,0,A,0.07945836145378302,0.029252326572753593
15,3,5,E57,0,B,0.1293753855362505,0.4803299998900082
15,3,5,E59,0,A,0.0963529543734248,0.004735357965860223
15,3,5,E61,0,B,0.08704429944461681,0.007093661540363135
15,3,5,E72,0,C,0.6094333207159182,0.14442872981766533
15,3,5,E73,0,C,0.15740255982028548,0.5835643355679749
15,3,5,E77,0,C,0.24001688844114372,0.3671931972471626
15,3,5,E87,1,C,0.2880641293360872,0.4264474211938775
15,3,5,E91,0,A,0.2177851011274015,0.0008469948338719004
15,3,5,E96,0,C,0.7400935577522656,0.7679232200369835
16,4,1,E10,0,B,0.08566792992339294,0.0001245794558838104
16,4,1,E103,1,D,0.40054795154007133,0.05112241774268327
16,4,1,E108,1,D,0.7901761226359317,0.8573671667249123
16,4,1,E113,1,D,0.9337611917291535,0.8722821297533363
16,4,1,E120,1,D,0.9951557279181265,0.5740244723054069
16,4,1,E20,0,B,0.053252680701932294,0.0016231765801071134
16,4,1,E22,0,A,0.055373038426337305,0.008227906350138627
16,4,1,E27,0,A,0.12688815605633275,2.367630910606415e-06
16,4,1,E30,0,B,0.10052333991119891,0.00024009471551289505
16,4,1,E40,0,C,0.14440539268841643,0.0019669183513102697
16,4,1,E48,0,A,0.06882976585075107,0.0007190207620776906
16,4,1,E54,0,A,0.07165845113197589,0.02955964126437059
16,4,1,E60,0,B,0.21091436640848107,0.2583956886029452
16,4,1,E66,0,B,0.3380514934192468,0.20024611193305528
16,4,1,E67,0,B,0.1793849002032517,0.018372100380667257
16,4,1,E72,0,C,0.6577517805384134,0.13665016299788765
16,4,1,E74,0,B,0.16834059641865012,0.04580046245285501
16,4,1,E75,0,C,0.11532801861849512,0.0609482291271017
16,4,1,E76,0,B,0.20254641164652665,0.009340287038472513
16,4,1,E78,0,C,0.1819162497727488,0.019102761594520658
16,4,1,E83,0,B,0.3878038648428238,3.009983674968255e-05
16,4,1,E91,0,A,0.17131999819607455,0.009612627797019473
16,4,1,E94,0,C,0.25438963852823904,0.25729489050263465
16,4,1,E95,0,B,0.18342574232996633,0.015500485862046528
16,4,1,E99,1,D,0.6331922628161359,0.8924510460861387
17,4,2,E102,1,D,0.5335984905639998,0.7191827323425791
17,4,2,E115,1,D,0.7764736491717498,0.7996083184191315
17,4,2,E12,0,B,0.3748989949036871,0.00010709734198361639
17,4,2,E121,1,D,0.36231072095400635,0.4196723026597302
17,4,2,E122,1,D,0.6316506983110239,0.3374371402169239
17,4,2,E123,1,D,0.702052489033595,0.1962991310493176
17,4,2,E17,0,A,0.2123236228637234,2.0397631838231694e-06
17,4,2,E26,0,A,0.2789765399023804,2.780126575768813e-05
17,4,2,E3,0,C,0.1261690441710305,0.02930789263269601
17,4,2,E31,0,A,0.18673538588409888,0.010948605539919597
17,4,2,E33,0,B,0.20501309306425944,3.5839055910367665e-05
17,4,2,E41,0,C,0.304905569535015,0.0003511256194481215
17,4,2,E42,0,A,0.2511598943594285,0.3477376481660287
17,4,2,E50,0,C,0.41526084248779505,0.412444401015594
17,4,2,E55,0,C,0.2397008124128963,0.5541066680183401
17,4,2,E57,0,B,0.25543477854715996,0.47809492172283086
17,4,2,E58,0,B,0.4364532270152615,0.01952094626290953
17,4,2,E61,0,B,0.16348277941610723,0.00629455390174114
17,4,2,E62,0,B,0.41692289128044896,0.016368401916001262
17,4,2,E68,0,C,0.4470493583442113,0.7790012395299538
17,4,2,E81,0,A,0.2651921647683875,0.00036558705261839874
17,4,2,E85,0,B,0.48500341188092383,0.0037238736647274197
17,4,2,E86,0,C,0.49481067622144653,0.44735921830404235
17,4,2,E87,1,C,0.5409594728768504,0.40392461866833695
17,4,2,E93,0,B,0.44095477649514686,0.028746973905424553
18,4,3,E1,0,A,0.08516996705095332,1e-06
18,4,3,E101,1,D,0.8871208275107844,0.9459663857608411
18,4,3,E105,0,C,0.39256433383642203,0.014861172582553728
18,4,3,E107,1,D,0.40060618353311117,0.17460133166738762
18,4,3,E11,0,C,0.11758126597671958,0.0029497026700651225
18,4,3,E118,1,D,0.5982708913297876,0.027594734707771403
18,4,3,E16,0,A,0.16822495545215382,0.0016488798037079951
18,4,3,E2,0,A,0.05830954402832135,0.006470547070583615
18,4,3,E29,1,C,0.19145124923499332,0.016861965929970756
18,4,3,E34,0,B,0.14983989612248122,0.3672173387335565
18,4,3,E39,0,C,0.34772145438751056,0.3031878048900068
18,4,3,E4,0,C,0.11964850717638874,8.708333742050345e-05
18,4,3,E44,0,C,0.13457721157185276,0.040623520478634094
18,4,3,E49,0,C,0.3249902411722593,0.0006026301594722307
18,4,3,E52,1,D,0.20164229221563784,0.6897274082432221
18,4,3,E53,0,C,0.13709044663484823,0.0011816329662970638
18,4,3,E56,0,C,0.2539289128582996,0.0007445810178860489
18,4,3,E65,0,B,0.37973682299138417,0.009196056095649309
18,4,3,E70,0,B,0.4371456338799317,0.009159603183771601
18,4,3,E73,0,C,0.4934719687812605,0.06604426986441655
18,4,3,E82,1,D,0.4690082129701279,0.4685821891975146
18,4,3,E84,0,A,0.29827418319713445,0.005285100314963072
18,4,3,E89,0,A,0.4250570311876982,0.5401096468207419
18,4,3,E9,0,A,0.14193443010410273,0.018657407101779776
18,4,3,E97,0,B,0.22391274098432698,0.1891887640473942
19,4,4,E104,0,C,0.46080315046184117,0.6823035896766139
19,4,4,E110,0,C,0.6880996637598542,0.03156716552571011
